timestamp,Average Flow Duration - s1,Average Flow Duration - s10,Average Flow Duration - s2,Average Flow Duration - s3,Average Flow Duration - s4,Average Flow Duration - s5,Average Flow Duration - s6,Average Flow Duration - s7,Average Flow Duration - s8,Average Flow Duration - s9,Average Packets Per Flow - s1,Average Packets Per Flow - s10,Average Packets Per Flow - s2,Average Packets Per Flow - s3,Average Packets Per Flow - s4,Average Packets Per Flow - s5,Average Packets Per Flow - s6,Average Packets Per Flow - s7,Average Packets Per Flow - s8,Average Packets Per Flow - s9,Bridge Controller Status,CPU Utilization,Database Space Utilization,Flow Stablity Index - s1,Flow Stablity Index - s10,Flow Stablity Index - s2,Flow Stablity Index - s3,Flow Stablity Index - s4,Flow Stablity Index - s5,Flow Stablity Index - s6,Flow Stablity Index - s7,Flow Stablity Index - s8,Flow Stablity Index - s9,Memory Per Bridge,Rate of Packet in Messages - s1,Rate of Packet in Messages - s10,Rate of Packet in Messages - s2,Rate of Packet in Messages - s3,Rate of Packet in Messages - s4,Rate of Packet in Messages - s5,Rate of Packet in Messages - s6,Rate of Packet in Messages - s7,Rate of Packet in Messages - s8,Rate of Packet in Messages - s9,Rate of Port Flapping - s1,Rate of Port Flapping - s10,Rate of Port Flapping - s2,Rate of Port Flapping - s3,Rate of Port Flapping - s4,Rate of Port Flapping - s5,Rate of Port Flapping - s6,Rate of Port Flapping - s7,Rate of Port Flapping - s8,Rate of Port Flapping - s9,Resource Utilization
2025-03-23 03:34:20,481,481,481,481,481,481,286.8,481,481,133.6,806,880,277,1568,4348,268,501,1170,825,230.85,1,10.5,73.85570104828261,1,1,1,1,1,1,1,1,1,1,0.86636,342.8102467905505,1424.9645693320415,630.596924859398,5398.573312655386,17931.890902588366,161.45695044534023,93.38524084233612,781.0367478957114,127.14351230849337,52.34773433378275,0,0,0,0,0,0,0,0,0,0,2.161277028436175
2025-03-23 03:34:30,492,492,492,492,492,492,297,492,492,144.4,808,885,294,1569,4370,270,501.2,1171,826,230.9,1,10.4,73.85577923748328,1,1,1,1,1,1,1,1,1,1,0.86636,289.3955538084351,646.3115644428811,604.7841214340639,5399.935349073508,17933.255783140972,162.19599242761228,94.6065703221713,707.6803183437297,127.7685249361209,53.21360960824272,0,0,0,0,0,0,0,0,0,0,2.161277028436175
2025-03-23 03:34:40,502,502,502,502,502,502,307.6,502,502,154.55,813,891,297,1573,4376,272,502,1175,829,231.05,1,10.3,73.85581833208362,1,1,1,1,1,1,1,1,1,1,0.86636,223.5409734314926,91.1191186358856,603.8102791331185,5400.010960661598,17932.582157732915,138.9286391613938,58.35071809106741,707.9119325528872,127.5253874933191,52.73012534266651,0,0,0,0,0,0,0,0,0,0,2.161277028436175
2025-03-23 03:34:50,512,512,512,512,512,512,317.6,512,512,164.75,813,891,297,1575,4377,273,502,1177,829,231.05,1,10.2,73.85583787938378,1,1,1,1,1,1,1,1,1,1,0.86636,167.91089808796403,90.63636833847694,603.5689039844142,3409.1963931656355,17932.517883162935,138.44588886398512,58.12313580800332,681.3779072774608,127.04263719591043,33.44769917760039,0,0,0,0,0,0,0,0,0,0,2.161277028436175
2025-03-23 03:35:00,523,523,523,523,523,523,328,523,523,175.35,813,891,297,1575,4377,273,502,1177,829,231.1,1,10.1,73.85585742668394,1,1,1,1,1,1,1,1,1,1,0.86636,131.78139536487555,89.27493853511861,602.8351430847267,2199.3013865373805,17932.57390394812,137.70892025254912,56.68906873377172,680.5308910597477,126.17800505512012,11.351606707516819,0,0,0,0,0,0,0,0,0,0,2.161277028436175
2025-03-23 03:35:10,533,533,533,533,533,533,338.6,533,533,185.55,814,894,297,1575,4378,275,502.6,1181,830,231.25,1,10,73.85589652128427,1,1,1,1,1,1,1,1,1,1,0.86636,131.782304198951,89.2755542222268,602.5979220761307,2199.3165540808477,17932.69647900065,137.70986996596562,56.689459691518294,656.314978224213,126.17887524525776,8.293074851466029,0,0,0,0,0,0,0,0,0,0,2.161277028436175
2025-03-23 03:35:20,543,543,543,543,543,543,348.6,543,543,195.7,814,894,297,1575,4378,275,502.6,1181,830,231.25,1,9.9,73.85595516318477,1,1,1,1,1,1,1,1,1,1,0.86636,131.782304198951,88.55141878821107,602.5979220761307,1918.4761431857128,17932.688613280643,137.70986996596562,30.3412746852597,656.314978224213,106.37894352088439,8.293074851466029,0,0,0,0,0,0,0,0,0,0,2.161277028436175
2025-03-23 03:35:30,554,553,554,553,553,553,359,554,553,206.2,814,894,297,1575,4378,275,502.6,1181,830,231.25,1,9.8,73.85599425778511,1,1,1,1,1,1,1,1,1,1,0.86636,131.78275862068966,88.79310344827587,602.6,1917.6827586206898,17917.065517241383,81.70344827586207,2.9103448275862074,656.0758620689655,104.88620689655174,8.051724137931036,0,0,0,0,0,0,0,0,0,0,2.161277028436175
2025-03-23 03:35:40,564,564,564,553,564,564,359,564,564,216.45,818,898,298,1578,4383,277,502.6,1181,831,231.55,1,9.7,73.85601380508527,1,1,1,1,1,1,1,1,1,1,0.86636,131.5409257209458,88.55141878821108,602.5979220761309,1917.6761459443246,16584.304881707307,81.22040958479454,2.9103347919489937,655.8322212682026,104.64446674321813,7.810317895455534,0,0,0,0,0,0,0,0,0,0,2.161277028436175
2025-03-23 03:35:50,564,564,564,564,564,564,369.4,564,564,216.45,818,898,298,1578,4383,277,502.6,1181,831,231.55,1,9.6,73.85603335238542,1,1,1,1,1,1,1,1,1,1,0.86636,131.30045276018194,88.31064934706671,602.3606977955096,1917.2066110572796,16582.74338877031,81.22096972748182,2.6689747206024848,433.16011434522187,104.4038082889941,7.810371759902621,0,0,0,0,0,0,0,0,0,0,2.161277028436175
2025-03-23 03:36:00,574,574,574,574,574,574,379.6,574,574,226.7,818,898,298,1578,4383,277,502.6,1181,831,231.55,1,9.5,73.85609199428593,1,1,1,1,1,1,1,1,1,1,0.86636,131.29818899049667,88.55050275168618,62.94395939366353,1917.6563081888526,16582.457483345057,81.4609453662708,2.9103046854526142,433.3940221514186,104.64338422918304,7.810237100177928,0,0,0,0,0,0,0,0,0,0,2.161277028436175
2025-03-23 03:26:20,584,584,585,584,584,584,390,585,584,237,820,899,299,1580,4383,278,502.8,1182,833,231.55,1,9.5,73.8561115415861,1,1,1,1,1,1,1,1,1,1,0.86636,,,,,,,,,,,,,,,,,,,,,2.161277028436175
2025-03-23 03:26:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:26:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:26:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:32:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:32:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:32:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:32:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:32:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:32:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:33:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:33:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:33:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:33:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:33:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:33:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:34:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:34:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:34:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:34:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:34:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:34:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:35:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:35:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:35:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:35:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:35:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:35:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:36:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:26:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:26:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:26:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:26:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:26:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:32:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:32:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:32:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:32:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:32:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:32:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:33:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:33:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:33:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:33:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:33:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:33:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:34:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:34:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:34:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:34:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:34:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:34:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:35:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:35:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:35:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:35:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:35:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:35:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:36:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:26:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:26:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:26:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:26:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:26:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:27:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:28:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:29:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:30:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:40,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:31:50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:32:00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:32:10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:32:20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:32:30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
